,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
462,86.06,32,61601.05,178.92,Focused upward-trending core,North Leonmouth,1,Bulgaria,2016-03-31 20:55:22,0
463,67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,2016-04-01 01:57:12,1
464,56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,0,Norfolk Island,2016-04-01 05:17:28,1
465,91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,1,Kazakhstan,2016-04-01 07:37:18,1
466,79.4,35,63966.72,236.87,User-centric intangible contingency,New Gabriel,0,Malaysia,2016-04-01 09:21:14,0
467,64.1,22,60465.72,215.93,Seamless object-oriented structure,East Tiffanyport,0,Cote d'Ivoire,2016-04-01 16:21:05,0
468,47.53,30,33258.09,135.18,Customer-focused upward-trending contingency,Hughesport,0,Guinea,2016-04-03 05:10:31,1
469,50.52,28,66929.03,219.69,Versatile responsive knowledge user,Davisfurt,0,Saint Kitts and Nevis,2016-04-03 06:17:22,1
470,89.05,45,57868.44,206.98,Polarized bandwidth-monitored moratorium,Stewartbury,0,Falkland Islands (Malvinas),2016-04-03 10:07:56,0
471,46.2,37,51315.38,119.3,Distributed maximized ability,Welchshire,0,Belgium,2016-04-03 11:38:36,1
472,67.28,43,76246.96,155.8,Future-proofed coherent hardware,North Mercedes,1,Pakistan,2016-04-03 21:13:46,1
473,49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,1,Zambia,2016-04-04 00:02:20,1
474,80.23,31,68441.85,193.77,Monitored national standardization,West Jodi,1,Nauru,2016-04-04 01:39:02,0
475,43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,0,Mayotte,2016-04-04 03:57:48,1
476,73.18,23,61526.25,196.71,Organized static focus group,Hollandberg,1,British Virgin Islands,2016-04-04 07:07:46,0
477,74.62,36,73207.15,217.79,Self-enabling even-keeled methodology,Lake Kurtmouth,0,Rwanda,2016-04-04 08:19:54,0
478,78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,0,Luxembourg,2016-04-04 11:39:51,0
479,46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,1,Ethiopia,2016-04-04 13:56:14,1
480,69.58,43,28028.74,255.07,Cross-group value-added success,Port Katelynview,0,Congo,2016-04-04 18:36:59,1
481,80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,0,Cayman Islands,2016-04-04 20:01:12,1
482,79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,0,Monaco,2016-04-04 21:23:13,0
483,70.41,27,66618.21,223.03,Centralized systematic knowledgebase,Benjaminchester,0,Dominica,2016-04-04 21:30:46,0
484,53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,1,Libyan Arab Jamahiriya,2016-04-04 22:00:15,1
485,46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,0,New Zealand,2016-04-05 05:54:15,1
486,82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,0,Lao People's Democratic Republic,2016-04-05 08:18:45,0
487,83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,2016-04-05 18:02:49,0
488,64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,2016-04-06 01:19:08,1
489,59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,2016-04-06 05:55:43,0
490,38.46,42,58183.04,145.98,Customizable 6thgeneration knowledge user,East Michaelmouth,1,Guatemala,2016-04-06 11:24:21,1
491,57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,1,Belarus,2016-04-06 14:16:52,1
492,76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,1,Northern Mariana Islands,2016-04-06 17:26:37,0
493,86.63,39,63764.28,209.64,Face-to-face multimedia success,New Jessicaport,1,Costa Rica,2016-04-06 21:20:07,0
494,74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,1,South Africa,2016-04-06 23:10:40,0
495,83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,2016-04-07 01:57:38,0
496,80.6,31,67479.62,177.55,Sharable bottom-line solution,Thomasview,0,Croatia,2016-04-07 03:56:16,0
497,38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,0,Papua New Guinea,2016-04-07 10:51:05,1
498,62.26,53,56770.79,125.45,Profound stable product,West Aprilport,1,Montenegro,2016-04-07 15:18:10,1
499,49.58,26,56791.75,231.94,Self-enabling holistic process improvement,Johnsport,0,Benin,2016-04-07 16:02:02,0
500,56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,0,Albania,2016-04-07 18:52:57,1
501,66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,1,Burkina Faso,2016-04-07 20:34:42,1
502,49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,0,Kenya,2016-04-07 20:38:02,1
503,35.49,48,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,0,American Samoa,2016-04-08 14:35:44,1
504,79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,1,Bahamas,2016-04-08 22:40:55,0
505,41.73,47,60812.77,144.71,Proactive client-server productivity,Andersonchester,0,Cote d'Ivoire,2016-04-08 22:48:25,1
506,78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,1,Taiwan,2016-04-09 09:26:39,0
507,61.09,26,55336.18,131.68,User-friendly well-modulated leverage,East Kevinbury,1,Falkland Islands (Malvinas),2016-04-09 16:31:15,1
508,85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,1,Morocco,2016-04-09 23:26:42,0
509,44.98,49,52336.64,129.31,Organized global model,Port Sarahshire,0,Svalbard & Jan Mayen Islands,2016-04-10 00:13:47,1
510,50.08,40,64147.86,125.85,Ergonomic full-range time-frame,Whiteport,1,Greece,2016-04-10 02:02:36,1
511,37.45,47,31281.01,167.86,Horizontal high-level concept,South Johnnymouth,0,Antigua and Barbuda,2016-04-10 03:30:16,1
512,84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,2016-04-10 06:32:11,0
513,73.95,35,67714.82,238.58,Persevering even-keeled help-desk,Millerland,0,Wallis and Futuna,2016-04-10 14:48:35,0
514,71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,2016-04-10 16:08:09,0
515,68.61,57,61770.34,150.29,Diverse modular interface,South George,0,South Africa,2016-04-10 19:48:01,1
516,84.37,30,61389.5,201.58,Synchronized systemic hierarchy,Johnstad,0,Luxembourg,2016-04-12 03:26:39,0
517,82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,2016-04-12 04:22:42,0
518,42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,1,Moldova,2016-04-12 12:35:39,1
519,62.06,44,44174.25,105.0,Adaptive contextually-based methodology,Port Paultown,0,Austria,2016-04-12 14:01:08,1
520,43.02,44,50199.77,125.22,Configurable bottom-line application,West Lindseybury,0,Thailand,2016-04-13 05:42:52,1
521,35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,0,Liechtenstein,2016-04-13 07:07:36,1
522,37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,1,Bulgaria,2016-04-13 13:04:47,1
523,70.2,34,32708.94,119.2,Open-architected impactful productivity,Palmerside,0,British Virgin Islands,2016-04-14 05:08:35,1
524,85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,2016-04-14 21:37:49,0
525,39.96,45,59610.81,146.13,Enhanced homogeneous moderator,East Barbara,1,Guernsey,2016-04-15 06:08:35,1
526,60.07,42,65963.37,120.75,Total user-facing hierarchy,South Vincentchester,1,United Kingdom,2016-04-15 10:16:49,1
527,63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,1,Peru,2016-04-15 10:18:55,0
528,81.98,40,65461.92,229.22,Ameliorated upward-trending definition,Taylorberg,0,Seychelles,2016-04-15 11:51:14,0
529,72.44,34,70547.16,230.14,Customizable tangible hierarchy,Bruceburgh,0,Christmas Island,2016-04-15 14:45:48,0
530,65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,0,Belgium,2016-04-15 15:07:17,1
531,70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,2016-04-16 05:24:33,0
532,82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,0,Gabon,2016-04-16 08:36:08,0
533,78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,2016-04-16 10:36:49,0
534,64.24,30,59784.18,252.36,Front-line intermediate database,Zacharystad,0,Tunisia,2016-04-16 11:53:43,0
535,49.89,39,17709.98,160.03,Enhanced system-worthy application,East Michele,1,Belize,2016-04-16 12:09:25,1
536,89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,1,Australia,2016-04-16 12:26:31,0
537,81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,1,Saint Martin,2016-04-16 14:15:55,0
538,72.07,31,69710.51,226.45,Grass-roots eco-centric instruction set,Port Jessicamouth,0,Chile,2016-04-16 16:38:35,0
539,84.0,48,46868.53,136.21,Inverse discrete extranet,Robertside,1,Kyrgyz Republic,2016-04-17 05:08:52,1
540,74.88,27,67240.25,175.17,Organized empowering policy,Sarahton,1,Sudan,2016-04-17 06:58:18,0
541,81.61,33,62667.51,228.76,Enterprise-wide local matrices,Gravesport,0,Morocco,2016-04-17 15:46:03,0
542,76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,1,Netherlands Antilles,2016-04-17 18:38:14,0
543,83.71,45,64564.07,220.48,Organized demand-driven knowledgebase,Millerfort,1,Kazakhstan,2016-04-17 19:10:56,0
544,39.34,43,31215.88,148.93,Proactive radical support,Alvaradoport,0,Bangladesh,2016-04-17 21:39:11,1
545,36.31,47,57983.3,168.92,Reverse-engineered well-modulated capability,East Yvonnechester,0,Eritrea,2016-04-18 00:49:33,1
546,84.88,32,63924.82,186.48,Ameliorated tangible hierarchy,Harrishaven,0,Lebanon,2016-04-18 03:41:56,0
547,76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,0,Pakistan,2016-04-18 07:00:38,0
548,74.53,30,68862.0,221.51,Configurable coherent function,West Colin,1,Grenada,2016-04-18 09:33:42,0
549,75.8,38,70575.6,146.19,Progressive clear-thinking open architecture,Ashleychester,1,Thailand,2016-04-18 11:23:05,0
550,80.31,44,56366.88,127.07,Cross-platform regional task-force,Brianfurt,0,Hungary,2016-04-18 15:54:33,1
551,46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,1,Andorra,2016-04-18 21:07:28,1
552,80.72,31,68614.98,186.37,Re-engineered neutral success,Juliaport,0,Costa Rica,2016-04-19 05:15:28,0
553,68.94,54,30726.26,138.71,Streamlined next generation implementation,East Tylershire,0,Timor-Leste,2016-04-19 07:34:28,1
554,45.72,36,22473.08,154.02,Versatile homogeneous capacity,Williammouth,1,Hong Kong,2016-04-19 15:14:58,1
555,73.89,39,47160.53,110.68,Horizontal national architecture,North April,0,France,2016-04-20 00:41:53,1
556,78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,1,Uruguay,2016-04-20 10:04:29,0
557,35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,1,Tonga,2016-04-20 13:36:42,1
558,44.11,41,43111.41,121.24,Organic next generation matrix,Lake David,1,Saint Vincent and the Grenadines,2016-04-20 16:49:15,1
559,79.52,24,51739.63,214.23,Synergistic fresh-thinking array,North Tara,0,Bosnia and Herzegovina,2016-04-20 21:49:22,0
560,73.38,25,53058.91,236.19,Horizontal transitional challenge,South Corey,1,French Southern Territories,2016-04-21 09:30:35,0
561,69.11,42,73608.99,231.48,Face-to-face mission-critical definition,Novaktown,1,Faroe Islands,2016-04-21 12:34:28,0
562,87.09,36,57737.51,221.98,Synergized coherent interface,Luischester,1,Reunion,2016-04-21 16:10:50,0
563,56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,1,Bahamas,2016-04-21 18:31:27,1
564,72.88,44,64011.26,125.12,Customer-focused explicit challenge,Sarahland,0,Yemen,2016-04-21 19:56:24,1
565,66.67,33,72707.87,228.03,Horizontal content-based synergy,Turnerview,1,Taiwan,2016-04-21 20:29:35,0
566,36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,2016-04-22 00:28:18,1
567,51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,1,Bosnia and Herzegovina,2016-04-22 02:07:01,1
568,79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,0,Rwanda,2016-04-22 07:48:33,0
569,76.9,28,66107.84,212.67,Synchronized multimedia model,Murphymouth,0,Croatia,2016-04-22 08:31:24,0
570,72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,1,Switzerland,2016-04-22 19:45:19,0
571,78.53,34,32536.98,131.72,Synergized multimedia emulation,North Regina,0,Norfolk Island,2016-04-22 20:10:22,1
572,71.9,54,61228.96,140.15,Inverse zero tolerance customer loyalty,Timothymouth,1,Czech Republic,2016-04-22 20:32:17,1
573,45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,0,United Arab Emirates,2016-04-22 22:01:21,1
574,59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,1,Uganda,2016-04-23 03:46:34,1
575,44.49,53,63100.13,168.0,Business-focused real-time toolset,Jacksonburgh,1,Sao Tome and Principe,2016-04-23 06:28:43,1
576,76.56,34,70179.11,221.53,Universal bi-directional extranet,Jeremyshire,1,Dominica,2016-04-23 08:15:31,0
577,42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,1,Latvia,2016-04-23 09:42:08,1
578,57.35,29,41356.31,119.84,Distributed 3rdgeneration definition,West Connor,0,Kazakhstan,2016-04-23 14:34:38,1
579,52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,1,Israel,2016-04-24 01:48:21,1
580,71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,1,Costa Rica,2016-04-24 07:20:16,0
581,62.2,25,25408.21,161.16,Cross-platform multimedia algorithm,New Lindaberg,0,Liechtenstein,2016-04-24 13:42:15,1
582,51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,0,Brunei Darussalam,2016-04-24 13:46:10,1
583,46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,1,Ethiopia,2016-04-25 03:18:45,1
584,89.15,42,59886.58,171.07,Phased zero administration success,Townsendfurt,0,Fiji,2016-04-25 07:30:21,0
585,48.01,46,54286.1,119.93,Centralized 24/7 installation,West Christopher,0,Italy,2016-04-25 11:01:54,1
586,77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,2016-04-25 16:58:50,0
587,66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,1,Lebanon,2016-04-25 19:31:39,1
588,67.56,31,62318.38,125.45,Seamless composite budgetary management,Michelleside,0,Kenya,2016-04-25 21:15:39,1
589,84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,1,Belgium,2016-04-26 13:13:20,0
590,78.17,27,65227.79,192.27,Automated mobile model,Portermouth,1,Burundi,2016-04-26 20:57:48,0
591,89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,1,Nepal,2016-04-26 21:45:50,0
592,76.06,23,58633.63,201.04,Diverse multi-tasking parallelism,New Tinamouth,0,Brunei Darussalam,2016-04-27 04:28:17,0
593,84.98,29,57691.95,202.61,Innovative user-facing extranet,Mackenziemouth,0,Russian Federation,2016-04-27 09:27:58,0
594,50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,0,Yemen,2016-04-27 18:25:30,1
595,69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,0,Malta,2016-04-28 01:24:34,0
596,67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,2016-04-28 02:55:10,0
597,42.39,42,66541.05,150.99,De-engineered mobile infrastructure,Erinton,0,Christmas Island,2016-04-28 05:50:25,1
598,86.06,31,53767.12,219.72,Extended local methodology,Timothytown,1,Timor-Leste,2016-04-28 18:34:56,0
599,67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,0,Zimbabwe,2016-04-28 21:58:25,1
600,79.36,34,57260.41,245.78,Profound maximized workforce,Hessstad,1,Bosnia and Herzegovina,2016-04-28 22:54:37,0
601,64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,2016-04-29 07:49:01,0
602,72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,0,Venezuela,2016-04-29 13:38:19,0
603,35.66,45,46197.59,151.72,Exclusive cohesive intranet,Port Beth,0,Peru,2016-04-29 14:08:26,1
604,67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,0,Western Sahara,2016-04-29 14:10:00,1
605,81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,1,Cape Verde,2016-04-29 18:53:43,0
606,47.0,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,0,Bahamas,2016-04-29 20:40:21,1
607,85.61,27,47708.42,183.43,Customer-focused empowering ability,Lake Amy,0,Burundi,2016-04-30 08:07:13,0
608,68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,0,Guinea-Bissau,2016-04-30 15:27:22,0
609,32.99,45,49282.87,177.46,Phased full-range hardware,Masseyshire,0,Ecuador,2016-04-30 19:42:04,1
